id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
10529,Strark,windows,Organic,1/1/16,NA,NA,,,NA,NA
10530,Strark,other,Paid,1/15/16,NA,NA,,,NA,NA
10531,Berton,android web,Paid,1/6/16,NA,NA,,,NA,NA
10532,Strark,,Organic,1/11/16,NA,NA,,,NA,NA
10533,Wrouver,android web,Organic,1/1/16,NA,NA,,,NA,NA
10534,Wrouver,android web,Referral,1/9/16,NA,NA,,,NA,NA
10535,Strark,,Referral,1/3/16,NA,NA,,,NA,NA
10536,Strark,ios web,Paid,1/24/16,NA,NA,,,NA,NA
10537,Berton,ios web,Organic,1/5/16,NA,NA,,,NA,NA
10538,Strark,windows,Paid,1/6/16,NA,NA,,,NA,NA
10539,Strark,windows,Paid,1/20/16,NA,NA,,,NA,NA
10540,Strark,android web,Paid,1/15/16,NA,NA,,,NA,NA
10541,Strark,,Referral,1/2/16,NA,NA,,,NA,NA
10542,Wrouver,other,Paid,1/11/16,NA,NA,,,NA,NA
10543,Berton,windows,Paid,1/3/16,NA,NA,,,NA,NA
10544,Berton,other,Paid,1/27/16,NA,NA,,,NA,NA
10545,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
10546,Strark,android web,Referral,1/15/16,NA,NA,,,NA,NA
10547,Berton,mac,Paid,1/6/16,1/16/16,NA,,,NA,NA
10548,Strark,other,Paid,1/3/16,NA,NA,,,NA,NA
10549,Strark,windows,Paid,1/2/16,NA,NA,,,NA,NA
10550,Strark,ios web,Referral,1/19/16,NA,NA,,,NA,NA
10551,Strark,android web,Referral,1/2/16,NA,NA,,,NA,NA
10552,Berton,windows,Paid,1/4/16,NA,NA,,,NA,NA
10553,Strark,ios web,Organic,1/1/16,NA,NA,,,NA,NA
10554,Berton,ios web,Paid,1/15/16,NA,NA,,,NA,NA
10555,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
10556,Berton,ios web,Organic,1/6/16,NA,NA,,,NA,NA
10557,Wrouver,android web,Paid,1/17/16,NA,NA,,,NA,NA
10558,Berton,windows,Organic,1/4/16,NA,NA,,,NA,NA
10559,Strark,ios web,Organic,1/1/16,NA,NA,,,NA,NA
10560,Berton,windows,Organic,1/7/16,NA,NA,,,NA,NA
10561,Strark,android web,Organic,1/20/16,NA,NA,,,NA,NA
10562,Strark,windows,Paid,1/17/16,NA,NA,,,NA,NA
10563,Berton,ios web,Referral,1/9/16,NA,NA,,,NA,NA
10564,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
10565,Strark,ios web,Paid,1/24/16,NA,NA,,,NA,NA
10566,Berton,windows,Organic,1/1/16,NA,NA,,,NA,NA
10567,Wrouver,mac,Organic,1/24/16,NA,NA,,,NA,NA
10568,Berton,android web,Referral,1/6/16,NA,NA,,,NA,NA
10569,Strark,ios web,Organic,1/13/16,NA,NA,,,NA,NA
10570,Berton,mac,Paid,1/28/16,NA,NA,,,NA,NA
10571,Strark,ios web,Referral,1/19/16,NA,NA,,,NA,NA
10572,Strark,windows,Paid,1/1/16,NA,NA,,,NA,NA
10573,Berton,android web,Referral,1/27/16,NA,NA,,,NA,NA
10574,Strark,ios web,Paid,1/5/16,NA,NA,,,NA,NA
10575,Strark,,Organic,1/24/16,NA,NA,,,NA,NA
10576,Berton,ios web,Paid,1/4/16,NA,NA,,,NA,NA
10577,Berton,,Paid,1/2/16,NA,NA,,,NA,NA
10578,Berton,ios web,Paid,1/7/16,NA,NA,,,NA,NA
10579,Wrouver,ios web,Paid,1/24/16,NA,NA,,,NA,NA
10580,Strark,other,Paid,1/26/16,NA,NA,,,NA,NA
10581,Strark,windows,Organic,1/6/16,NA,NA,,,NA,NA
10582,Berton,other,Organic,1/12/16,NA,NA,,,NA,NA
10583,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
10584,Strark,android web,Paid,1/5/16,NA,NA,,,NA,NA
10585,Berton,android web,Paid,1/21/16,NA,NA,,,NA,NA
10586,Strark,android web,Referral,1/6/16,NA,NA,,,NA,NA
10587,Berton,,Referral,1/21/16,NA,NA,,,NA,NA
10588,Berton,windows,Paid,1/8/16,NA,NA,,,NA,NA
10589,Strark,other,Paid,1/28/16,NA,NA,,,NA,NA
10590,Strark,mac,Organic,1/22/16,NA,NA,,,NA,NA
10591,Strark,windows,Paid,1/25/16,NA,NA,,,NA,NA
10592,Berton,ios web,Paid,1/4/16,NA,NA,,,NA,NA
10593,Strark,ios web,Paid,1/23/16,NA,NA,,,NA,NA
10594,Strark,,Organic,1/22/16,NA,NA,,,NA,NA
10595,Strark,android web,Referral,1/29/16,NA,NA,,,NA,NA
10596,Berton,android web,Paid,1/19/16,NA,NA,,,NA,NA
10597,Strark,ios web,Organic,1/6/16,NA,NA,,,NA,NA
10598,Wrouver,android web,Paid,1/15/16,NA,NA,,,NA,NA
10599,Berton,ios web,Organic,1/6/16,NA,NA,,,NA,NA
10600,Berton,windows,Paid,1/20/16,NA,NA,,,NA,NA
10601,Wrouver,other,Paid,1/7/16,NA,NA,,,NA,NA
10602,Strark,android web,Paid,1/9/16,NA,NA,,,NA,NA
10603,Berton,,Organic,1/15/16,NA,NA,,,NA,NA
10604,Berton,android web,Organic,1/19/16,NA,NA,,,NA,NA
10605,Strark,,Referral,1/4/16,NA,NA,,,NA,NA
10606,Berton,other,Organic,1/21/16,NA,NA,,,NA,NA
10607,Strark,,Paid,1/4/16,NA,NA,,,NA,NA
10608,Berton,mac,Paid,1/7/16,NA,NA,,,NA,NA
10609,Strark,ios web,Paid,1/7/16,NA,NA,,,NA,NA
10610,Berton,android web,Paid,1/12/16,NA,NA,,,NA,NA
10611,Berton,android web,Paid,1/20/16,NA,NA,,,NA,NA
10612,Berton,android web,Referral,1/12/16,NA,NA,,,NA,NA
10613,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
10614,Strark,windows,Paid,1/22/16,NA,NA,,,NA,NA
10615,Berton,android web,Organic,1/15/16,NA,NA,,,NA,NA
10616,Strark,other,Paid,1/23/16,NA,NA,,,NA,NA
10617,Strark,ios web,Paid,1/27/16,NA,NA,,,NA,NA
10618,Wrouver,mac,Paid,1/4/16,NA,NA,,,NA,NA
10619,Berton,android web,Paid,1/26/16,NA,NA,,,NA,NA
10620,Strark,ios web,Paid,1/12/16,NA,NA,,,NA,NA
10621,Strark,mac,Paid,1/24/16,NA,NA,,,NA,NA
10622,Strark,ios web,Organic,1/22/16,NA,NA,,,NA,NA
10623,Strark,windows,Organic,1/29/16,NA,NA,,,NA,NA
10624,Strark,,Paid,1/25/16,NA,NA,,,NA,NA
10625,Strark,ios web,Paid,1/10/16,NA,NA,,,NA,NA
10626,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
10627,Strark,ios web,Referral,1/23/16,NA,NA,,,NA,NA
10628,Berton,other,Paid,1/26/16,NA,NA,,,NA,NA
10629,Berton,ios web,Paid,1/16/16,NA,NA,,,NA,NA
10630,Strark,android web,Referral,1/23/16,NA,NA,,,NA,NA
10631,Strark,mac,Organic,1/25/16,NA,NA,,,NA,NA
10632,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
10633,Strark,,Referral,1/7/16,NA,NA,,,NA,NA
10634,Strark,mac,Organic,1/24/16,NA,NA,,,NA,NA
10635,Strark,ios web,Organic,1/6/16,NA,NA,,,NA,NA
10636,Strark,android web,Referral,1/6/16,NA,NA,,,NA,NA
10637,Strark,other,Paid,1/26/16,NA,NA,,,NA,NA
10638,Berton,windows,Paid,1/20/16,NA,NA,,,NA,NA
10639,Strark,,Organic,1/24/16,NA,NA,,,NA,NA
10640,Wrouver,mac,Paid,1/28/16,NA,NA,,,NA,NA
10641,Berton,ios web,Paid,1/15/16,NA,NA,,,NA,NA
10642,Strark,android web,Organic,1/28/16,1/31/16,NA,,,NA,2/16/16
10643,Wrouver,android web,Paid,1/13/16,NA,NA,,,NA,NA
10644,Berton,windows,Referral,1/20/16,NA,NA,,,NA,NA
10645,Strark,android web,Paid,1/29/16,NA,NA,,,NA,NA
10646,Berton,windows,Paid,1/27/16,NA,NA,,,NA,NA
10647,Berton,windows,Paid,1/7/16,NA,NA,,,NA,NA
10648,Berton,,Organic,1/21/16,NA,NA,,,NA,NA
10649,Berton,android web,Paid,1/12/16,NA,NA,,,NA,NA
10650,Wrouver,windows,Paid,1/8/16,NA,NA,,,NA,NA
10651,Berton,android web,Organic,1/11/16,NA,NA,,,NA,NA
10652,Berton,android web,Paid,1/3/16,NA,NA,,,NA,NA
10653,Strark,ios web,Paid,1/22/16,NA,NA,,,NA,NA
10654,Berton,mac,Paid,1/15/16,NA,NA,,,NA,NA
10655,Strark,windows,Paid,1/23/16,NA,NA,,,NA,NA
10656,Berton,ios web,Paid,1/15/16,NA,NA,,,NA,NA
10657,Wrouver,other,Referral,1/29/16,NA,NA,,,NA,NA
10658,Strark,ios web,Paid,1/5/16,NA,NA,,,NA,NA
10659,Strark,mac,Paid,1/5/16,NA,NA,,,NA,NA
10660,Wrouver,android web,Organic,1/26/16,NA,NA,,,NA,NA
10661,Strark,android web,Paid,1/28/16,1/30/16,2/5/16,GMC,Yukon,2006,NA
10662,Berton,,Organic,1/28/16,2/2/16,2/5/16,Scion,xD,2008,NA
10663,Berton,ios web,Organic,1/18/16,1/18/16,NA,,,NA,NA
10664,Strark,android web,Paid,1/25/16,2/10/16,NA,,,NA,NA
10665,Strark,windows,Paid,1/19/16,1/26/16,NA,,,NA,NA
10666,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
10667,Berton,windows,Organic,1/4/16,1/4/16,1/16/16,Dodge,Charger,2014,NA
10668,Strark,android web,Paid,1/1/16,1/1/16,NA,,,NA,NA
10669,Berton,ios web,Organic,1/29/16,2/17/16,NA,,,NA,NA
10670,Strark,windows,Paid,1/25/16,2/11/16,2/14/16,Lexus,GX,2003,NA
10671,Berton,ios web,Referral,1/12/16,1/24/16,1/17/16,Ford,Escape,2015,1/30/16
10672,Strark,,Referral,1/4/16,NA,NA,,,NA,NA
10673,Strark,ios web,Organic,1/27/16,2/26/16,2/29/16,Honda,Civic,2016,NA
10674,Berton,windows,Organic,1/8/16,2/13/16,NA,,,NA,NA
10675,Berton,android web,Paid,1/19/16,1/24/16,NA,,,NA,NA
10676,Strark,ios web,Organic,1/3/16,1/6/16,NA,,,NA,NA
10677,Berton,android web,Paid,1/12/16,NA,NA,,,NA,NA
10678,Berton,ios web,Referral,1/27/16,1/28/16,1/29/16,Toyota,Yaris,2008,2/5/16
10679,Strark,mac,Organic,1/11/16,2/9/16,2/11/16,Audi,A6,2013,NA
10680,Berton,ios web,Paid,1/2/16,1/30/16,2/4/16,Mazda,MAZDA5,2006,NA
10681,Berton,android web,Paid,1/3/16,1/31/16,NA,,,NA,NA
10682,Berton,ios web,Referral,1/15/16,2/4/16,NA,,,NA,NA
10683,Strark,ios web,Paid,1/9/16,1/9/16,NA,,,NA,NA
10684,Strark,android web,Referral,1/5/16,NA,NA,,,NA,NA
10685,Strark,android web,Referral,1/18/16,NA,NA,,,NA,NA
10686,Wrouver,other,Paid,1/9/16,2/21/16,2/22/16,Chevrolet,Trailblazer,2007,NA
10687,Berton,android web,Referral,1/5/16,1/6/16,1/6/16,Toyota,RAV4,2013,1/10/16
10688,Strark,ios web,Referral,1/7/16,1/7/16,1/7/16,Toyota,Sienna,2015,1/9/16
10689,Berton,windows,Paid,1/5/16,1/5/16,1/6/16,Toyota,Corolla,2012,1/13/16
10690,Strark,mac,Organic,1/28/16,2/1/16,NA,,,NA,NA
10691,Berton,mac,Referral,1/16/16,1/20/16,NA,,,NA,NA
10692,Strark,ios web,Paid,1/20/16,1/27/16,1/30/16,Toyota,Prius,2014,NA
10693,Strark,ios web,Paid,1/8/16,NA,NA,,,NA,NA
10694,Berton,ios web,Paid,1/14/16,2/6/16,2/11/16,Kia,Soul,2015,NA
10695,Strark,android web,Paid,1/6/16,1/8/16,1/10/16,Kia,Soul,2015,1/16/16
10696,Berton,ios web,Paid,1/26/16,2/4/16,2/10/16,Toyota,Highlander,2002,NA
10697,Strark,,Organic,1/26/16,2/17/16,2/19/16,Toyota,Tacoma,2003,NA
10698,Berton,ios web,Paid,1/13/16,2/1/16,NA,,,NA,NA
10699,Strark,ios web,Paid,1/18/16,2/3/16,NA,,,NA,NA
10700,Strark,windows,Paid,1/13/16,1/14/16,1/23/16,Honda,Pilot,2015,1/23/16
10701,Strark,android web,Paid,1/17/16,1/20/16,NA,,,NA,NA
10702,Wrouver,ios web,Referral,1/7/16,1/20/16,2/2/16,Subaru,Outback,2013,NA
10703,Strark,other,Paid,1/15/16,1/24/16,1/26/16,Dodge,Charger,2014,2/3/16
10704,Wrouver,ios web,Paid,1/18/16,1/21/16,1/24/16,Toyota,Camry Hybrid,2010,NA
10705,Strark,android web,Paid,1/11/16,1/18/16,NA,,,NA,NA
10706,Wrouver,ios web,Referral,1/30/16,NA,NA,,,NA,NA
10707,Berton,ios web,Paid,1/21/16,1/29/16,2/15/16,Honda,Accord,2002,NA
10708,Strark,android web,Paid,1/16/16,NA,NA,,,NA,NA
10709,Berton,ios web,Paid,1/29/16,1/30/16,2/9/16,Lincoln,Town Car,2007,NA
10710,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
10711,Wrouver,,Organic,1/2/16,NA,NA,,,NA,NA
10712,Strark,windows,Paid,1/7/16,1/7/16,2/7/16,Hyundai,Santa Fe,2014,NA
10713,Berton,android web,Paid,1/30/16,2/11/16,NA,,,NA,NA
10714,Strark,ios web,Organic,1/25/16,2/1/16,2/25/16,Jeep,Grand Cherokee,2011,NA
10715,Strark,android web,Referral,1/5/16,1/15/16,NA,,,NA,NA
10716,Strark,android web,Referral,1/11/16,1/17/16,1/24/16,Cadillac,CTS,2003,NA
10717,Strark,windows,Paid,1/5/16,2/18/16,2/25/16,Nissan,Versa,2014,NA
10718,Strark,windows,Paid,1/11/16,NA,NA,,,NA,NA
10719,Strark,ios web,Referral,1/19/16,2/2/16,2/2/16,Toyota,Prius V,2011,2/13/16
10720,Strark,ios web,Organic,1/4/16,1/6/16,NA,,,NA,NA
10721,Berton,,Referral,1/9/16,NA,NA,,,NA,NA
10722,Wrouver,mac,Organic,1/24/16,2/7/16,NA,,,NA,NA
10723,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
10724,Strark,,Organic,1/4/16,1/12/16,NA,,,NA,NA
10725,Berton,android web,Paid,1/5/16,NA,2/19/16,Toyota,4Runner,2003,NA
10726,Strark,windows,Referral,1/13/16,1/23/16,2/15/16,Jeep,Patriot,2015,NA
10727,Berton,android web,Referral,1/5/16,2/15/16,NA,,,NA,NA
10728,Berton,android web,Paid,1/30/16,2/14/16,NA,,,NA,NA
10729,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
10730,Berton,ios web,Referral,1/1/16,NA,NA,,,NA,NA
10731,Strark,,Referral,1/7/16,NA,NA,,,NA,NA
10732,Strark,other,Organic,1/1/16,2/1/16,NA,,,NA,NA
10733,Berton,ios web,Referral,1/4/16,1/13/16,NA,,,NA,NA
10734,Strark,,Organic,1/25/16,1/25/16,NA,,,NA,NA
10735,Wrouver,windows,Paid,1/19/16,1/23/16,NA,,,NA,NA
10736,Berton,ios web,Referral,1/10/16,1/11/16,NA,,,NA,NA
10737,Strark,windows,Paid,1/13/16,NA,NA,,,NA,NA
10738,Berton,ios web,Referral,1/7/16,1/22/16,NA,,,NA,NA
10739,Strark,other,Paid,1/23/16,1/23/16,NA,,,NA,NA
10740,Berton,windows,Paid,1/29/16,1/30/16,NA,,,NA,NA
10741,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
10742,Berton,android web,Organic,1/8/16,NA,NA,,,NA,NA
10743,Strark,other,Referral,1/22/16,2/13/16,NA,,,NA,NA
10744,Berton,ios web,Referral,1/28/16,NA,NA,,,NA,NA
10745,Berton,android web,Referral,1/25/16,2/1/16,NA,,,NA,NA
10746,Berton,windows,Referral,1/26/16,1/26/16,1/28/16,Lexus,IS,2010,2/1/16
10747,Berton,android web,Referral,1/18/16,1/31/16,NA,,,NA,NA
10748,Berton,android web,Organic,1/5/16,1/16/16,1/17/16,Toyota,Corolla,2014,NA
10749,Berton,windows,Organic,1/6/16,2/25/16,2/29/16,Ford,Focus,2015,NA
10750,Wrouver,ios web,Paid,1/29/16,1/29/16,NA,,,NA,NA
10751,Strark,,Organic,1/13/16,NA,NA,,,NA,NA
10752,Strark,mac,Organic,1/29/16,2/29/16,NA,,,NA,NA
10753,Strark,ios web,Referral,1/25/16,1/29/16,2/5/16,Buick,LaCrosse,2014,NA
10754,Strark,android web,Paid,1/29/16,2/6/16,2/16/16,Lexus,IS,2008,NA
10755,Berton,android web,Referral,1/19/16,NA,NA,,,NA,NA
10756,Berton,mac,Paid,1/4/16,1/20/16,NA,,,NA,NA
10757,Strark,android web,Organic,1/7/16,NA,NA,,,NA,NA
10758,Strark,windows,Organic,1/22/16,1/29/16,NA,,,NA,NA
10759,Berton,ios web,Organic,1/22/16,NA,NA,,,NA,NA
10760,Berton,mac,Referral,1/17/16,2/13/16,NA,,,NA,NA
10761,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
10762,Strark,windows,Referral,1/6/16,1/8/16,1/15/16,Toyota,Tundra,2001,1/16/16
10763,Strark,,Referral,1/6/16,NA,NA,,,NA,NA
10764,Strark,android web,Paid,1/9/16,1/23/16,NA,,,NA,NA
10765,Strark,ios web,Referral,1/6/16,1/6/16,NA,,,NA,NA
10766,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
10767,Berton,mac,Paid,1/6/16,1/8/16,NA,,,NA,NA
10768,Strark,android web,Referral,1/20/16,1/27/16,2/6/16,Toyota,Camry,2016,NA
10769,Wrouver,mac,Organic,1/27/16,NA,NA,,,NA,NA
10770,Berton,android web,Organic,1/7/16,1/9/16,NA,,,NA,NA
10771,Strark,other,Paid,1/25/16,2/4/16,NA,,,NA,NA
10772,Strark,android web,Referral,1/7/16,NA,NA,,,NA,NA
10773,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
10774,Strark,ios web,Paid,1/23/16,NA,NA,,,NA,NA
10775,Berton,ios web,Organic,1/13/16,1/13/16,NA,,,NA,NA
10776,Strark,mac,Organic,1/8/16,NA,NA,,,NA,NA
10777,Strark,android web,Paid,1/26/16,2/9/16,NA,,,NA,NA
10778,Berton,other,Referral,1/22/16,1/23/16,NA,,,NA,NA
10779,Berton,android web,Organic,1/30/16,NA,NA,,,NA,NA
10780,Strark,mac,Paid,1/13/16,1/14/16,NA,,,NA,NA
10781,Strark,ios web,Organic,1/2/16,1/12/16,NA,,,NA,NA
10782,Strark,ios web,Referral,1/3/16,1/11/16,NA,,,NA,NA
10783,Strark,windows,Organic,1/20/16,2/2/16,NA,,,NA,NA
10784,Strark,ios web,Paid,1/29/16,NA,NA,,,NA,NA
10785,Strark,mac,Paid,1/4/16,NA,NA,,,NA,NA
10786,Strark,ios web,Referral,1/11/16,1/30/16,NA,,,NA,NA
10787,Strark,other,Paid,1/11/16,1/11/16,1/12/16,Nissan,Sentra,2004,1/21/16
10788,Strark,other,Paid,1/7/16,1/15/16,NA,,,NA,NA
10789,Wrouver,,Organic,1/27/16,NA,NA,,,NA,NA
10790,Berton,android web,Referral,1/23/16,1/23/16,1/23/16,Lexus,IS,2013,1/28/16
10791,Wrouver,ios web,Organic,1/8/16,1/26/16,2/4/16,Honda,CR-V,2010,NA
10792,Strark,android web,Paid,1/29/16,2/9/16,2/10/16,Hyundai,Tucson,2016,NA
10793,Berton,ios web,Referral,1/6/16,1/8/16,1/15/16,Nissan,Versa,2012,NA
10794,Berton,,Organic,1/24/16,3/1/16,NA,,,NA,NA
10795,Strark,android web,Paid,1/27/16,1/28/16,NA,,,NA,NA
10796,Strark,mac,Organic,1/1/16,2/1/16,NA,,,NA,NA
10797,Berton,windows,Referral,1/29/16,1/29/16,NA,,,NA,2/2/16
10798,Wrouver,,Referral,1/28/16,1/31/16,NA,,,NA,NA
10799,Berton,android web,Paid,1/14/16,2/5/16,2/12/16,GMC,Envoy,2003,NA
10800,Strark,ios web,Referral,1/3/16,1/3/16,NA,,,NA,NA
10801,Strark,ios web,Referral,1/26/16,2/2/16,NA,,,NA,NA
10802,Strark,ios web,Referral,1/20/16,1/22/16,1/23/16,Honda,Civic,2012,1/29/16
10803,Strark,windows,Paid,1/29/16,1/30/16,NA,,,NA,NA
10804,Wrouver,ios web,Paid,1/26/16,1/29/16,NA,,,NA,NA
10805,Strark,mac,Referral,1/27/16,2/13/16,2/23/16,Honda,Civic,2013,NA
10806,Wrouver,ios web,Paid,1/7/16,1/28/16,NA,,,NA,NA
10807,Strark,windows,Paid,1/12/16,1/13/16,1/21/16,Acura,TLX,2015,2/2/16
10808,Strark,ios web,Organic,1/20/16,NA,NA,,,NA,NA
10809,Strark,mac,Organic,1/26/16,2/13/16,2/20/16,Honda,Civic,2013,NA
10810,Berton,ios web,Referral,1/16/16,1/16/16,1/16/16,Toyota,Camry,2001,1/24/16
10811,Strark,android web,Paid,1/25/16,2/16/16,NA,,,NA,NA
10812,Strark,,Referral,1/3/16,NA,NA,,,NA,NA
10813,Strark,android web,Organic,1/7/16,1/7/16,1/18/16,Kia,Optima,2013,1/18/16
10814,Strark,android web,Paid,1/16/16,NA,NA,,,NA,NA
10815,Berton,,Organic,1/21/16,NA,NA,,,NA,NA
10816,Berton,ios web,Paid,1/15/16,1/18/16,NA,,,NA,NA
10817,Berton,android web,Paid,1/1/16,NA,NA,,,NA,NA
10818,Strark,ios web,Paid,1/11/16,1/11/16,1/11/16,Nissan,Versa,2012,1/15/16
10819,Strark,ios web,Referral,1/10/16,NA,1/13/16,Toyota,RAV4,2012,NA
10820,Berton,android web,Organic,1/21/16,NA,NA,,,NA,NA
10821,Strark,android web,Referral,1/15/16,1/20/16,NA,,,NA,NA
10822,Strark,ios web,Referral,1/6/16,1/13/16,NA,,,NA,2/3/16
10823,Strark,windows,Organic,1/21/16,2/4/16,NA,,,NA,NA
10824,Wrouver,other,Paid,1/1/16,NA,NA,,,NA,NA
10825,Berton,ios web,Organic,1/21/16,1/22/16,NA,,,NA,NA
10826,Strark,android web,Paid,1/19/16,2/4/16,NA,,,NA,NA
10827,Strark,mac,Paid,1/28/16,2/7/16,2/19/16,Mazda,MAZDA3,2014,NA
10828,Strark,windows,Paid,1/1/16,2/6/16,NA,,,NA,NA
10829,Strark,android web,Paid,1/14/16,2/6/16,NA,,,NA,NA
10830,Strark,windows,Organic,1/25/16,1/28/16,1/30/16,Honda,CR-V,2007,NA
10831,Berton,windows,Paid,1/25/16,2/7/16,NA,,,NA,NA
10832,Strark,ios web,Paid,1/14/16,1/17/16,NA,,,NA,NA
10833,Berton,ios web,Paid,1/27/16,NA,NA,,,NA,NA
10834,Berton,windows,Referral,1/4/16,1/6/16,1/7/16,Audi,A6,2003,1/9/16
10835,Strark,,Referral,1/4/16,1/6/16,1/28/16,Ford,Escape,2010,NA
10836,Strark,android web,Paid,1/3/16,1/16/16,NA,,,NA,NA
10837,Strark,ios web,Organic,1/20/16,1/22/16,NA,,,NA,NA
10838,Strark,windows,Paid,1/30/16,NA,NA,,,NA,NA
10839,Strark,ios web,Paid,1/23/16,1/26/16,NA,,,NA,NA
10840,Wrouver,android web,Paid,1/30/16,NA,NA,,,NA,NA
10841,Strark,windows,Referral,1/8/16,1/8/16,NA,,,NA,NA
10842,Strark,android web,Paid,1/28/16,1/29/16,NA,,,NA,NA
10843,Strark,android web,Paid,1/19/16,1/25/16,NA,,,NA,NA
10844,Berton,mac,Organic,1/20/16,1/20/16,1/22/16,Honda,CR-V,2008,1/29/16
10845,Berton,ios web,Referral,1/12/16,1/16/16,NA,,,NA,NA
10846,Wrouver,ios web,Paid,1/12/16,2/3/16,NA,,,NA,NA
10847,Berton,mac,Organic,1/12/16,NA,NA,,,NA,NA
10848,Strark,android web,Paid,1/2/16,NA,NA,,,NA,NA
10849,Strark,mac,Referral,1/5/16,1/8/16,NA,,,NA,NA
10850,Wrouver,ios web,Paid,1/5/16,NA,NA,,,NA,NA
10851,Berton,ios web,Referral,1/29/16,2/8/16,NA,,,NA,NA
10852,Strark,,Organic,1/27/16,NA,NA,,,NA,NA
10853,Strark,mac,Organic,1/2/16,NA,NA,,,NA,NA
10854,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
10855,Strark,android web,Organic,1/27/16,1/28/16,2/25/16,Toyota,Corolla,2016,NA
10856,Strark,other,Referral,1/25/16,1/27/16,NA,,,NA,NA
10857,Berton,other,Paid,1/18/16,1/21/16,NA,,,NA,NA
10858,Wrouver,windows,Paid,1/2/16,1/2/16,1/3/16,Chevrolet,Malibu,2015,NA
10859,Berton,ios web,Referral,1/9/16,1/12/16,1/13/16,Dodge,Caliber,2011,1/21/16
10860,Strark,mac,Paid,1/8/16,1/19/16,NA,,,NA,NA
10861,Strark,android web,Paid,1/21/16,1/30/16,2/1/16,Volkswagen,Jetta,2016,NA
10862,Strark,other,Paid,1/28/16,2/5/16,NA,,,NA,NA
10863,Berton,android web,Referral,1/9/16,1/9/16,NA,,,NA,NA
10864,Strark,ios web,Referral,1/10/16,2/5/16,NA,,,NA,NA
10865,Berton,mac,Paid,1/9/16,1/26/16,NA,,,NA,NA
10866,Strark,ios web,Referral,1/28/16,2/2/16,NA,,,NA,NA
10867,Berton,ios web,Referral,1/10/16,1/30/16,2/18/16,Nissan,Altima,2008,NA
10868,Strark,ios web,Referral,1/12/16,1/15/16,1/17/16,Honda,CR-V,2012,1/28/16
10869,Berton,windows,Paid,1/9/16,1/9/16,1/20/16,Hyundai,Santa Fe,2004,1/22/16
10870,Strark,,Organic,1/26/16,2/12/16,NA,,,NA,NA
10871,Strark,android web,Paid,1/21/16,1/23/16,NA,,,NA,NA
10872,Strark,mac,Referral,1/9/16,1/9/16,NA,,,NA,NA
10873,Berton,android web,Referral,1/15/16,1/28/16,1/31/16,Toyota,Prius,2015,NA
10874,Berton,ios web,Referral,1/27/16,1/27/16,2/4/16,BMW,X5,2015,2/12/16
10875,Strark,mac,Organic,1/5/16,1/11/16,NA,,,NA,NA
10876,Strark,ios web,Paid,1/5/16,NA,NA,,,NA,NA
10877,Strark,other,Referral,1/14/16,1/28/16,NA,,,NA,NA
10878,Wrouver,ios web,Organic,1/14/16,NA,NA,,,NA,NA
10879,Strark,ios web,Paid,1/5/16,1/5/16,NA,,,NA,NA
10880,Wrouver,,Paid,1/25/16,NA,NA,,,NA,NA
10881,Berton,android web,Paid,1/18/16,1/21/16,1/21/16,Jeep,Grand Cherokee,2004,1/21/16
10882,Berton,android web,Referral,1/1/16,2/5/16,NA,,,NA,NA
10883,Strark,ios web,Organic,1/24/16,1/25/16,1/26/16,Ford,Escape,2013,1/29/16
10884,Strark,windows,Paid,1/20/16,2/22/16,NA,,,NA,NA
10885,Berton,,Referral,1/22/16,2/14/16,2/18/16,Honda,Civic,2015,NA
10886,Berton,other,Referral,1/24/16,1/25/16,2/10/16,Volkswagen,Jetta,2009,2/23/16
10887,Strark,ios web,Organic,1/1/16,1/31/16,NA,,,NA,NA
10888,Strark,,Referral,1/6/16,NA,NA,,,NA,NA
10889,Strark,ios web,Organic,1/18/16,2/11/16,2/15/16,Volkswagen,Passat,2012,NA
10890,Berton,android web,Organic,1/25/16,NA,NA,,,NA,NA
10891,Berton,android web,Paid,1/11/16,1/13/16,NA,,,NA,NA
10892,Strark,android web,Paid,1/25/16,2/9/16,NA,,,NA,NA
10893,Berton,ios web,Paid,1/9/16,NA,NA,,,NA,NA
10894,Strark,mac,Referral,1/26/16,2/7/16,NA,,,NA,NA
10895,Berton,android web,Paid,1/12/16,1/13/16,1/15/16,Toyota,Prius V,2008,NA
